trainerID,place,pokename,pokelevel,type1,type2,hp,maxhp,attack,defense,spatk,spdef,speed
3372,2,Skuntank,46,Poison,Dark,167,167,107,83,86,77,98
3373,0,Bronzong,58,Steel,Psychic,166,166,129,160,117,160,64
3373,1,Golbat,58,Poison,Flying,175,175,118,107,101,112,130
3373,2,Skuntank,60,Poison,Dark,215,215,138,107,111,99,127
3393,0,Psyduck,13,Water,None,40,40,23,22,26,22,23
3394,0,Golduck,55,Water,None,172,172,115,110,129,112,118
3396,0,Parasect,43,Bug,Grass,120,120,102,89,72,89,46
3397,0,Delibird,50,Ice,Flying,123,123,78,68,88,68,98
3397,1,Sealeo,50,Ice,Water,168,168,83,93,98,93,68
3397,2,Poochyena,50,Dark,None,113,113,78,58,53,53,58
3397,3,Snover,50,Grass,Ice,138,138,85,73,85,83,63
3397,4,Castform,50,Normal,None,148,148,93,93,93,93,93
3397,5,Rhyhorn,50,Ground,Rock,158,158,108,118,53,53,48
3399,0,Gyarados,50,Water,Flying,173,173,148,102,83,123,104
3399,1,Rhydon,50,Ground,Rock,183,183,153,143,68,68,63
3400,0,Nidoking,50,Poison,Ground,159,159,125,100,108,98,108
3400,1,Nidoqueen,50,Poison,Ground,168,168,115,110,98,108,99
3401,0,Piloswine,50,Ice,Ground,178,178,123,103,83,83,73
3401,1,Crobat,50,Poison,Flying,163,163,113,103,93,103,153
3402,0,Blissey,50,Normal,None,333,333,33,33,98,158,78
3402,1,Arcanine,50,Fire,None,168,168,133,103,123,103,118
3403,0,Tauros,52,Normal,None,158,158,127,122,65,96,138
3403,1,Miltank,52,Normal,None,179,179,106,132,65,96,127
3404,0,Tauros,57,Normal,None,173,173,139,133,71,105,150
3404,1,Miltank,57,Normal,None,195,195,116,145,71,105,139
3405,0,Nidoking,45,Poison,Ground,144,144,113,90,97,88,97
3405,1,Nidoqueen,45,Poison,Ground,152,152,104,99,88,97,89
3406,0,Ledian,25,Bug,Flying,71,71,31,39,41,69,56
3407,0,Shelgon,25,Dragon,None,76,76,61,64,44,39,39
3407,1,Magcargo,25,Fire,Rock,69,69,39,74,54,54,29
3408,0,Whirlipede,25,Bug,Poison,64,64,41,63,34,53,37
3408,1,Graveler,25,Rock,Ground,71,71,61,71,36,36,31
3409,0,Lairon,25,Steel,Rock,74,74,59,84,39,39,34
3409,1,Sudowoodo,25,Rock,None,79,79,64,71,29,46,29
3410,0,Marill,25,Water,Fairy,79,79,24,39,24,39,34
3410,1,Loudred,25,Normal,None,86,86,49,35,49,35,38
3411,0,Sandslash,25,Ground,None,81,81,64,69,36,41,46
3411,1,Skarmory,25,Steel,Flying,76,76,54,84,34,49,49
3412,0,Torkoal,25,Fire,None,79,79,56,84,56,49,24
3412,1,Doublade,25,Steel,Ghost,73,73,69,89,36,38,31
3413,0,Bidoof,14,Normal,None,45,45,22,21,19,21,18
3413,1,Bidoof,15,Normal,None,48,48,23,22,20,22,19
3413,2,Bidoof,16,Normal,None,50,50,25,23,21,23,20
3413,3,Bidoof,15,Normal,None,48,48,23,22,20,22,19
3413,4,Bidoof,15,Normal,None,48,48,23,22,20,22,19
3414,0,Ponyta,23,Fire,None,64,64,52,38,43,43,54
3417,0,Primeape,48,Fighting,None,137,137,123,79,79,89,113
3417,1,Hitmontop,48,Fighting,None,123,123,113,113,55,127,89
3417,2,Machoke,48,Fighting,None,152,152,118,89,70,79,65
3418,0,Primeape,54,Fighting,None,153,153,137,89,89,100,127
3418,1,Hitmontop,54,Fighting,None,137,137,127,127,62,143,100
3418,2,Machamp,54,Fighting,None,180,180,164,110,94,116,83
3419,0,Hitmonlee,38,Fighting,None,99,99,109,58,45,102,84
3419,1,Hitmonchan,38,Fighting,None,99,99,98,78,45,102,76
3420,0,Flareon,100,Fire,None,276,276,301,161,231,261,171
3421,0,Nidoqueen,100,Poison,Ground,326,326,225,215,191,211,193
3422,0,Mankey,37,Fighting,None,89,89,77,44,44,51,70
3422,1,Primeape,37,Fighting,None,108,108,96,62,62,70,88
3423,0,Mankey,50,Fighting,None,118,118,103,58,58,68,93
3423,1,Primeape,50,Fighting,None,143,143,128,83,83,93,118
3424,0,Primeape,55,Fighting,None,156,156,140,90,90,101,129
3424,1,Primeape,55,Fighting,None,156,156,140,90,90,101,129
3425,0,Hitmonlee,38,Fighting,None,99,99,109,58,45,102,84
3425,1,Hitmonchan,38,Fighting,None,99,99,98,78,45,102,76
3426,0,Hitmonlee,50,Fighting,None,128,128,143,76,58,133,110
3426,1,Hitmonchan,50,Fighting,None,128,128,128,102,58,133,99
3427,0,Hitmonlee,55,Fighting,None,139,139,156,83,63,145,120
3427,1,Hitmonchan,55,Fighting,None,139,139,140,111,63,145,108
3428,0,Alakazam,50,Psychic,None,133,133,73,68,158,118,143
3428,1,Houndoom,50,Dark,Fire,153,153,113,73,133,103,118
3429,0,Machoke,39,Fighting,None,125,125,97,73,58,65,54
3429,1,Primeape,39,Fighting,None,113,113,100,65,65,73,93
3430,0,Machoke,51,Fighting,None,160,160,125,94,74,84,69
3430,1,Primeape,51,Fighting,None,145,145,130,84,84,94,120
3431,0,Machamp,56,Fighting,None,186,186,170,114,97,120,86
3431,1,Primeape,56,Fighting,None,158,158,142,92,92,103,131
3432,0,Golem,50,Rock,Ground,158,158,143,153,78,88,68
3432,1,Machamp,50,Fighting,None,168,168,153,103,88,108,78
3433,0,Hitmonchan,50,Fighting,None,128,128,128,102,58,133,99
3433,1,Hitmonlee,50,Fighting,None,128,128,143,76,58,133,110
3434,0,Hitmonchan,29,Fighting,None,78,78,76,61,35,79,59
3434,1,Hitmonlee,29,Fighting,None,78,78,85,46,35,79,65
3435,0,Hitmonchan,33,Fighting,None,87,87,86,69,39,89,67
3435,1,Hitmonlee,33,Fighting,None,87,87,96,51,39,89,74
3436,0,Hitmonchan,51,Fighting,None,130,130,130,103,59,135,100
3436,1,Hitmonlee,51,Fighting,None,130,130,145,77,59,135,112
3437,0,Hitmonchan,56,Fighting,None,142,142,142,113,64,148,110
3437,1,Hitmonlee,56,Fighting,None,142,142,159,84,64,148,122
3438,0,Machop,5,Fighting,None,23,23,14,11,10,10,10
3438,1,Gastly,5,Ghost,Poison,19,19,10,9,16,10,14
3439,0,Misdreavus,40,Ghost,None,112,112,67,67,87,87,87
3439,1,Exploud,40,Normal,None,147,147,92,69,92,77,73
3439,2,Umbreon,40,Dark,None,140,140,71,107,67,123,71
3439,3,Wobbuffet,40,Psychic,None,216,216,45,65,45,65,45
3440,0,Houndour,28,Dark,Fire,73,73,48,31,59,43,51
3440,1,Corsola,28,Water,Rock,78,78,45,62,51,62,34
3440,2,Linoone,28,Normal,None,91,91,54,49,43,49,71
3441,0,Gloom,58,Grass,Poison,158,158,101,107,124,112,72
3441,1,Sunflora,59,Grass,None,178,178,114,91,150,126,61
3441,2,Vileplume,60,Grass,Poison,181,181,122,128,158,134,86
3442,0,Tangela,30,Grass,None,89,89,48,84,75,39,51
3442,1,Dunsparce,30,Normal,None,110,110,57,57,54,54,42
3443,0,Cacnea,43,Grass,None,111,111,93,54,93,54,50
3443,1,Numel,43,Fire,Ground,120,120,72,54,76,59,50
3443,2,Houndour,43,Dark,Fire,107,107,72,46,89,63,76
3443,3,Lairon,44,Steel,Rock,122,122,100,144,64,64,56
3444,0,Smeargle,60,Normal,None,157,157,50,68,50,80,116
3445,0,Smeargle,60,Normal,None,157,157,50,68,50,80,116
3446,0,Staravia,17,Normal,Flying,51,51,36,28,24,24,38
3447,0,Ponyta,17,Fire,None,50,50,40,29,33,33,41
3448,0,Starly,15,Normal,Flying,42,42,26,19,19,19,28
3448,1,Staravia,15,Normal,Flying,46,46,32,25,22,22,34
3449,0,Staravia,28,Normal,Flying,78,78,57,43,37,37,59
3449,1,Staravia,30,Normal,Flying,83,83,60,45,39,39,63
3450,0,Staravia,37,Normal,Flying,101,101,73,55,47,47,77
3450,1,Staravia,39,Normal,Flying,105,105,77,58,50,50,81
3451,0,Staraptor,58,Normal,Flying,187,187,165,107,83,95,141
3451,1,Staraptor,58,Normal,Flying,187,187,165,107,83,95,141
3452,0,Pikachu,17,Electric,None,45,45,29,24,28,28,41
3453,0,Pikachu,31,Electric,None,73,73,50,40,47,47,71
3454,0,Pikachu,40,Electric,None,92,92,63,51,59,59,91
3455,0,Raichu,60,Electric,None,163,163,134,92,134,122,158
3456,0,Shinx,17,Electric,None,48,48,33,22,24,22,26
3457,0,Starly,15,Normal,Flying,42,42,26,19,19,19,28
3457,1,Ponyta,15,Fire,None,45,45,35,26,29,29,37
3458,0,Shinx,15,Electric,None,43,43,29,20,22,20,23
3458,1,Shinx,15,Electric,None,43,43,29,20,22,20,23
3459,0,Zubat,17,Poison,Flying,46,46,26,23,21,24,29
3460,0,Pikachu,21,Electric,None,53,53,35,29,33,33,50
3461,0,Ponyta,21,Fire,None,59,59,48,35,39,39,50
3462,0,Starly,18,Normal,Flying,48,48,31,22,22,22,33
3462,1,Staravia,20,Normal,Flying,59,59,42,32,28,28,44
3463,0,Staravia,32,Normal,Flying,88,88,64,48,42,42,67
3463,1,Staraptor,34,Normal,Flying,114,114,98,64,51,58,85
3464,0,Staraptor,43,Normal,Flying,141,141,123,80,63,72,106
3464,1,Staraptor,43,Normal,Flying,141,141,123,80,63,72,106
3465,0,Dodrio,58,Normal,Flying,158,158,153,107,95,95,141
3465,1,Staraptor,59,Normal,Flying,190,190,167,108,85,97,144
3466,0,Pikachu,21,Electric,None,53,53,35,29,33,33,50
3467,0,Pikachu,35,Electric,None,82,82,56,45,52,52,80
3468,0,Raichu,45,Electric,None,125,125,102,70,102,93,120
3469,0,Plusle,58,Electric,None,158,158,83,72,124,112,136
3469,1,Minun,58,Electric,None,158,158,72,83,112,124,136
3469,2,Raichu,58,Electric,None,158,158,130,89,130,118,153
3470,0,Staravia,21,Normal,Flying,61,61,44,33,29,29,46
3471,0,Starly,17,Normal,Flying,46,46,29,21,21,21,31
3471,1,Starly,18,Normal,Flying,48,48,31,22,22,22,33
3471,2,Starly,19,Normal,Flying,51,51,32,23,23,23,34
3472,0,Ponyta,20,Fire,None,57,57,46,34,38,38,48
3472,1,Shinx,18,Electric,None,50,50,34,23,25,23,27
3473,0,Shinx,21,Electric,None,57,57,39,26,29,26,31
3474,0,Whirlipede,22,Bug,Poison,57,57,37,56,30,47,33
3474,1,Whirlipede,22,Bug,Poison,57,57,37,56,30,47,33
3475,0,Ducklett,22,Water,Flying,67,67,32,34,32,34,37
3475,1,Liepard,22,Dark,None,68,68,51,34,51,34,59
3476,0,Unfezant,37,Normal,Flying,119,119,103,77,66,59,87
3477,0,Tranquill,25,Normal,Flying,75,75,52,45,39,35,46
3478,0,Zebstrika,37,Electric,None,115,115,92,64,77,64,104
3479,0,Whirlipede,25,Bug,Poison,64,64,41,63,34,53,37
3480,0,Darumaka,22,Fire,None,70,70,52,32,19,32,34
3480,1,Darumaka,22,Fire,None,70,70,52,32,19,32,34
3482,0,Darumaka,25,Fire,None,79,79,59,36,21,36,39
3483,0,Panpour,21,Water,None,59,59,34,32,34,32,39
3484,0,Pansage,21,Grass,None,59,59,34,32,34,32,39
3485,0,Pansear,21,Fire,None,59,59,34,32,34,32,39
3486,0,Scraggy,25,Dark,Fighting,69,69,51,49,31,49,38
3488,0,Darumaka,24,Fire,None,76,76,56,35,20,35,37
3489,0,Darumaka,32,Fire,None,98,98,74,45,26,45,48
3494,0,Sableye,15,Dark,Ghost,45,45,32,32,29,29,25
3495,0,Mightyena,36,Dark,None,109,109,82,68,61,61,68
3496,0,Cacnea,26,Grass,None,71,71,58,35,58,35,32
3496,1,Mightyena,28,Dark,None,87,87,65,54,48,48,54
3497,0,Sharpedo,34,Water,Dark,103,103,98,44,81,44,81
3498,0,Sharpedo,41,Water,Dark,123,123,118,52,97,52,97
3499,0,Sharpedo,43,Water,Dark,128,128,123,54,102,54,102
3499,1,Sneasel,43,Dark,Ice,115,115,102,67,50,84,119
3500,0,Sharpedo,49,Water,Dark,145,145,140,61,115,61,115
3500,1,Weavile,49,Dark,Ice,145,145,140,86,66,105,145
3501,0,Diglett,64,Ground,None,109,109,98,60,72,85,149
3501,1,Dugtrio,64,Ground,None,141,141,130,92,92,117,181
3502,0,Drilbur,25,Ground,None,74,74,56,34,29,36,48
3503,0,Diglett,61,Ground,None,105,105,94,57,69,81,142
3503,1,Dugtrio,61,Ground,None,135,135,124,87,87,112,173
3504,0,Gyarados,27,Water,Flying,98,98,82,57,47,68,58
3504,1,Raichu,27,Electric,None,79,79,63,44,63,57,74
3505,0,Staraptor,47,Normal,Flying,153,153,134,87,68,78,115
3505,1,Whiscash,47,Water,Ground,177,177,95,90,93,88,78
3506,0,Gyarados,47,Water,Flying,163,163,139,96,78,115,98
3506,1,Medicham,47,Fighting,Psychic,130,130,78,92,78,92,97
3507,0,Gyarados,36,Water,Flying,127,127,107,74,61,89,76
3507,1,Raichu,36,Electric,None,102,102,82,57,82,75,97
3508,0,Staraptor,50,Normal,Flying,163,163,143,93,73,83,123
3508,1,Ambipom,50,Normal,None,153,153,123,89,83,89,138
3509,0,Lumineon,50,Water,None,147,147,92,99,92,109,114
3509,1,Rapidash,50,Fire,None,143,143,123,93,103,103,128
3510,0,Magmar,25,Fire,None,76,76,61,42,64,56,60
3510,1,Electabuzz,25,Electric,None,76,76,55,42,61,56,66
3511,0,Dugtrio,47,Ground,None,106,106,97,68,68,87,134
3511,1,Electabuzz,47,Electric,None,135,135,99,75,111,101,120
3512,0,Porygon2,52,Normal,None,169,169,106,117,132,122,86
3512,1,Azumarill,50,Water,Fairy,178,178,73,103,83,103,73
3513,0,Bagon,35,Dragon,None,89,89,70,59,45,38,52
3514,0,Altaria,38,Dragon,Flying,118,118,71,87,71,98,79
3514,1,Altaria,38,Dragon,Flying,118,118,71,87,71,98,79
3515,0,Altaria,41,Dragon,Flying,127,127,77,93,77,105,85
3515,1,Altaria,41,Dragon,Flying,127,127,77,93,77,105,85
3516,0,Altaria,44,Dragon,Flying,135,135,82,100,82,113,91
3516,1,Altaria,44,Dragon,Flying,135,135,82,100,82,113,91
3517,0,Bagon,46,Dragon,None,113,113,90,76,58,49,67
3517,1,Altaria,46,Dragon,Flying,141,141,85,104,85,118,95
3517,2,Altaria,46,Dragon,Flying,141,141,85,104,85,118,95
3518,0,Altaria,49,Dragon,Flying,150,150,91,110,91,125,101
3518,1,Altaria,49,Dragon,Flying,150,150,91,110,91,125,101
3518,2,Shelgon,49,Dragon,None,140,140,115,120,81,71,71
3519,0,Bagon,34,Dragon,None,86,86,68,58,44,37,51
3520,0,Altaria,37,Dragon,Flying,115,115,70,84,70,96,77
3520,1,Altaria,37,Dragon,Flying,115,115,70,84,70,96,77
3521,0,Altaria,41,Dragon,Flying,127,127,77,93,77,105,85
3521,1,Altaria,41,Dragon,Flying,127,127,77,93,77,105,85
3522,0,Altaria,44,Dragon,Flying,135,135,82,100,82,113,91
3522,1,Altaria,44,Dragon,Flying,135,135,82,100,82,113,91
3523,0,Bagon,46,Dragon,None,113,113,90,76,58,49,67
3523,1,Altaria,46,Dragon,Flying,141,141,85,104,85,118,95
3523,2,Altaria,46,Dragon,Flying,141,141,85,104,85,118,95
3524,0,Altaria,49,Dragon,Flying,150,150,91,110,91,125,101
3524,1,Altaria,49,Dragon,Flying,150,150,91,110,91,125,101
3524,2,Shelgon,49,Dragon,None,140,140,115,120,81,71,71
3525,0,Gible,46,Dragon,Ground,125,125,85,62,58,62,60
3525,1,Gible,46,Dragon,Ground,125,125,85,62,58,62,60
3525,2,Gyarados,49,Water,Flying,169,169,145,100,81,120,102
3526,0,Gyarados,60,Water,Flying,205,205,176,121,98,146,123
3527,0,Vibrava,57,Ground,Dragon,144,144,105,82,82,82,105
3527,1,Dragonair,57,Dragon,None,157,157,121,99,105,105,105
3527,2,Seadra,57,Water,None,150,150,99,133,133,76,122
3528,0,Dratini,53,Dragon,None,125,125,91,71,77,77,77
3528,1,Dragonair,55,Dragon,None,151,151,117,96,101,101,101
3529,0,Dragonair,61,Dragon,None,167,167,129,106,112,112,112
3529,1,Dragonair,61,Dragon,None,167,167,129,106,112,112,112
3530,0,Swablu,53,Normal,Flying,129,129,66,87,66,103,77
3530,1,Altaria,57,Dragon,Flying,173,173,105,128,105,145,116
3531,0,Altaria,60,Dragon,Flying,181,181,110,134,110,152,122
3531,1,Altaria,60,Dragon,Flying,181,181,110,134,110,152,122
3532,0,Gabite,56,Dragon,Ground,162,162,125,97,81,86,117
3532,1,Gyarados,56,Water,Flying,192,192,165,113,92,137,115
3533,0,Gyarados,58,Water,Flying,199,199,170,117,95,141,119
3534,0,Bagon,57,Dragon,None,138,138,111,93,71,59,82
3534,1,Shelgon,59,Dragon,None,166,166,138,144,97,85,85
3535,0,Gabite,49,Dragon,Ground,143,143,110,86,71,76,103
3536,0,Gible,39,Dragon,Ground,108,108,73,54,50,54,51
3537,0,Gabite,43,Dragon,Ground,126,126,97,76,63,67,91
3538,0,Gabite,63,Dragon,Ground,181,181,141,109,90,96,131
3539,0,Seadra,56,Water,None,147,147,97,131,131,75,120
3539,1,Gyarados,56,Water,Flying,192,192,165,113,92,137,115
3540,0,Gible,43,Dragon,Ground,118,118,80,59,54,59,56
3540,1,Swablu,45,Normal,Flying,111,111,57,75,57,88,66
3540,2,Gabite,47,Dragon,Ground,137,137,106,83,68,73,99
3541,0,Gible,57,Dragon,Ground,153,153,105,76,71,76,73
3541,1,Gabite,57,Dragon,Ground,165,165,128,99,82,88,119
3541,2,Dragonair,57,Dragon,None,157,157,121,99,105,105,105
3542,0,Dragonite,60,Dragon,Flying,200,200,187,140,146,146,122
3543,0,Gabite,53,Dragon,Ground,154,154,119,92,77,82,111
3543,1,Altaria,55,Dragon,Flying,167,167,101,123,101,140,112
3544,0,Altaria,59,Dragon,Flying,178,178,108,132,108,150,120
3544,1,Garchomp,61,Dragon,Ground,224,224,185,142,124,130,151
3545,0,Altaria,56,Dragon,Flying,170,170,103,125,103,142,114
3545,1,Seadra,56,Water,None,147,147,97,131,131,75,120
3546,0,Altaria,60,Dragon,Flying,181,181,110,134,110,152,122
3546,1,Kingdra,60,Water,Dragon,181,181,140,140,140,140,128
3547,0,Dratini,52,Dragon,None,123,123,90,70,75,75,75
3547,1,Gabite,56,Dragon,Ground,162,162,125,97,81,86,117
3548,0,Trapinch,55,Ground,None,134,134,134,74,74,74,35
3548,1,Vibrava,57,Ground,Dragon,144,144,105,82,82,82,105
3549,0,Bagon,57,Dragon,None,138,138,111,93,71,59,82
3549,1,Shelgon,57,Dragon,None,161,161,133,139,93,82,82
3549,2,Vibrava,57,Ground,Dragon,144,144,105,82,82,82,105
3550,0,Altaria,45,Dragon,Flying,138,138,84,102,84,115,93
3550,1,Gabite,47,Dragon,Ground,137,137,106,83,68,73,99
3551,0,Gible,34,Dragon,Ground,95,95,64,47,44,47,45
3552,0,Gabite,46,Dragon,Ground,135,135,104,81,67,72,97
3553,0,Shelgon,61,Dragon,None,172,172,142,148,100,87,87
3553,1,Gabite,61,Dragon,Ground,175,175,136,106,87,94,127
3553,2,Dragonair,61,Dragon,None,167,167,129,106,112,112,112
3554,0,Dratini,55,Dragon,None,129,129,95,74,79,79,79
3554,1,Altaria,57,Dragon,Flying,173,173,105,128,105,145,116
3555,0,Shelgon,39,Dragon,None,113,113,93,97,65,58,58
3555,1,Kingdra,39,Water,Dragon,121,121,93,93,93,93,85
3556,0,Altaria,47,Dragon,Flying,144,144,87,106,87,120,97
3557,0,Kingdra,47,Water,Dragon,144,144,111,111,111,111,101
3558,0,Flygon,47,Ground,Dragon,149,149,115,97,97,97,115
3559,0,Noivern,50,Flying,Dragon,163,163,93,103,120,103,146
3559,1,Druddigon,50,Dragon,None,155,155,143,113,83,113,71
3559,2,Flygon,50,Ground,Dragon,158,158,123,103,103,103,123
3560,0,Krokorok,55,Ground,Dark,150,150,115,74,74,74,106
3561,0,Krookodile,66,Ground,Dark,225,225,183,134,114,121,150
3562,0,Sandile,33,Ground,Dark,87,87,64,39,39,39,59
3563,0,Krokorok,55,Ground,Dark,150,150,115,74,74,74,106
3564,0,Sandile,33,Ground,Dark,87,87,64,39,39,39,59
3565,0,Sandile,33,Ground,Dark,87,87,64,39,39,39,59
3566,0,Sandile,33,Ground,Dark,87,87,64,39,39,39,59
3567,0,Krokorok,55,Ground,Dark,150,150,115,74,74,74,106
3568,0,Smeargle,60,Normal,None,157,157,50,68,50,80,116
3569,0,Smeargle,30,Normal,None,83,83,27,36,27,42,60
3570,0,Wailord,57,Water,None,281,281,128,76,128,76,93
3570,1,Vileplume,57,Grass,Poison,173,173,116,122,150,128,82
3571,0,Armaldo,47,Rock,Bug,144,144,139,115,87,97,64
3571,1,Cradily,47,Rock,Grass,154,154,98,113,98,122,62
3572,0,Armaldo,56,Rock,Bug,170,170,165,137,103,114,75
3572,1,Cradily,56,Rock,Grass,182,182,115,133,115,145,73
3573,0,Carvanha,21,Water,Dark,57,57,50,20,39,20,39
3573,1,Numel,21,Fire,Ground,63,63,37,29,39,31,27
3574,0,Sandslash,46,Ground,None,141,141,113,122,62,72,81
3574,1,Ninetales,46,Fire,None,139,139,91,90,96,113,113
3575,0,Weepinbell,24,Grass,Poison,73,73,56,37,54,35,40
3575,1,Gloom,24,Grass,Poison,71,71,44,47,54,49,32
3575,2,Ivysaur,24,Grass,Poison,71,71,43,43,52,52,42
3576,0,Nidorino,39,Poison,None,110,110,75,63,61,61,69
3576,1,Nidoking,39,Poison,Ground,126,126,98,79,85,77,85
3577,0,Sandslash,39,Ground,None,121,121,97,104,54,61,69
3577,1,Dugtrio,39,Ground,None,90,90,81,58,58,73,112
3578,0,Rhyhorn,43,Ground,Rock,137,137,93,102,46,46,41
3579,0,Persian,44,Normal,None,127,127,82,73,78,78,122
3579,1,Ninetales,44,Fire,None,134,134,87,86,92,108,108
3580,0,Ivysaur,42,Grass,Poison,117,117,72,73,87,87,70
3580,1,Wartortle,42,Water,None,116,116,73,87,74,87,68
3580,2,Charmeleon,42,Fire,None,115,115,73,68,87,74,87
3580,3,Charizard,42,Fire,Flying,132,132,90,85,111,91,104
3581,0,Exeggutor,43,Grass,Psychic,150,150,102,93,127,76,67
3581,1,Cloyster,43,Water,Ice,111,111,102,175,93,59,80
3581,2,Arcanine,43,Fire,None,145,145,115,89,106,89,102
3582,0,Parasect,43,Bug,Grass,120,120,102,89,72,89,46
3582,1,Dewgong,43,Water,Ice,145,145,80,89,80,102,80
3582,2,Chansey,43,Normal,None,283,283,24,24,50,110,63
3583,0,Kingler,43,Water,None,115,115,132,119,63,63,84
3583,1,Tentacruel,43,Water,Poison,137,137,80,76,89,123,106
3583,2,Blastoise,43,Water,None,136,136,91,106,93,110,87
3584,0,Bellsprout,43,Grass,Poison,111,111,84,50,80,46,54
3584,1,Weepinbell,43,Grass,Poison,124,124,97,63,93,59,67
3584,2,Victreebel,43,Grass,Poison,137,137,110,76,106,80,80
3585,0,Ivysaur,24,Grass,Poison,71,71,43,43,52,52,42
3585,1,Charmeleon,24,Fire,None,70,70,44,41,52,44,52
3585,2,Wartortle,24,Water,None,70,70,43,52,44,52,41
3586,0,Charmeleon,27,Fire,None,78,78,49,46,57,49,57
3587,0,Rapidash,36,Fire,None,105,105,89,68,75,75,93
3588,0,Rapidash,39,Fire,None,113,113,97,73,81,81,100
3589,0,Rapidash,43,Fire,None,124,124,106,80,89,89,110
3590,0,Magneton,33,Electric,Steel,87,87,56,79,96,63,63
3590,1,Quagsire,31,Water,Ground,111,111,68,68,56,56,37
3590,2,Exeggcute,31,Grass,Psychic,89,89,40,65,53,44,40
3591,0,Sandslash,35,Ground,None,110,110,87,94,49,56,63
3592,0,Horsea,33,Water,None,74,74,43,63,63,33,56
3592,1,Horsea,33,Water,None,74,74,43,63,63,33,56
3592,2,Horsea,33,Water,None,74,74,43,63,63,33,56
3593,0,Electrode,35,Electric,None,99,99,52,66,73,73,115
3593,1,Starmie,35,Water,Psychic,99,99,70,77,87,77,98
3593,2,Ninetales,35,Fire,None,108,108,70,70,74,87,87
3594,0,Horsea,34,Water,None,76,76,44,64,64,34,58
3594,1,Seadra,36,Water,None,98,98,64,86,86,50,79
3595,0,Butterfree,25,Bug,Flying,74,74,36,39,59,54,49
3595,1,Bellossom,25,Grass,None,81,81,54,61,59,64,39
3596,0,Dragonair,37,Dragon,None,105,105,80,66,70,70,70
3597,0,Poliwhirl,28,Water,None,84,84,51,51,43,43,65
3598,0,Seadra,37,Water,None,101,101,66,88,88,51,81
3599,0,Victreebel,32,Grass,Poison,104,104,83,58,80,61,61
3599,1,Kingler,32,Water,None,88,88,99,90,48,48,64
3599,2,Flareon,32,Fire,None,95,95,99,54,77,86,58
3600,0,Victreebel,35,Grass,Poison,113,113,91,63,87,66,66
3600,1,Kingler,35,Water,None,96,96,108,98,52,52,70
3600,2,Flareon,35,Fire,None,103,103,108,59,84,94,63
3601,0,Victreebel,39,Grass,Poison,125,125,100,69,97,73,73
3601,1,Kingler,39,Water,None,105,105,120,108,58,58,77
3601,2,Flareon,39,Fire,None,113,113,120,65,93,104,69
3602,0,Eevee,26,Normal,None,73,73,42,40,37,48,42
3602,1,Vaporeon,22,Water,None,97,97,41,39,61,54,41
3602,2,Jolteon,22,Electric,None,68,68,41,39,61,54,70
3602,3,Flareon,22,Fire,None,68,68,70,39,54,61,41
3603,0,Goldeen,22,Water,None,59,59,42,39,28,34,40
3603,1,Seaking,24,Water,None,81,81,57,44,44,52,46
3604,0,Parasect,33,Bug,Grass,94,94,79,69,56,69,36
3604,1,Golduck,35,Water,None,113,113,75,72,84,73,77
3605,0,Staryu,24,Water,None,57,57,35,40,47,40,54
3605,1,Starmie,26,Water,Psychic,76,76,53,58,66,58,74
3606,0,Pikachu,36,Electric,None,84,84,57,46,53,53,82
3606,1,Blastoise,32,Water,None,104,104,69,80,70,83,66
3607,0,Shellder,26,Water,None,60,60,48,66,37,27,35
3607,1,Cloyster,28,Water,Ice,76,76,68,115,62,40,54
3608,0,Marill,27,Water,Fairy,84,84,25,41,25,41,36
3608,1,Wartortle,24,Water,None,70,70,43,52,44,52,41
3608,2,Wartortle,24,Water,None,70,70,43,52,44,52,41
3609,0,Rhyhorn,38,Ground,Rock,122,122,83,90,41,41,37
3609,1,Charmeleon,35,Fire,None,98,98,62,58,73,63,73
3609,2,Wartortle,35,Water,None,98,98,61,73,63,73,58
3610,0,Skiploom,25,Grass,Flying,71,71,36,39,36,46,54
3610,1,Ninetales,25,Fire,None,80,80,52,51,54,64,64
3611,0,Dratini,34,Dragon,None,84,84,60,47,51,51,51
3611,1,Dragonair,36,Dragon,None,102,102,78,64,68,68,68
3612,0,Bulbasaur,32,Grass,Poison,82,82,47,47,58,58,45
3612,1,Ivysaur,32,Grass,Poison,91,91,56,56,67,67,54
3612,2,Venusaur,32,Grass,Poison,104,104,69,69,80,80,67
3613,0,Dragonair,37,Dragon,None,105,105,80,66,70,70,70
3614,0,Charmander,26,Fire,None,65,65,41,36,45,40,48
3614,1,Bulbasaur,26,Grass,Poison,68,68,39,39,48,48,37
3614,2,Squirtle,26,Water,None,68,68,39,48,40,47,36
3615,0,Dratini,34,Dragon,None,84,84,60,47,51,51,51
3615,1,Dratini,34,Dragon,None,84,84,60,47,51,51,51
3615,2,Dratini,34,Dragon,None,84,84,60,47,51,51,51
3616,0,Ivysaur,38,Grass,Poison,107,107,65,66,79,79,64
3616,1,Starmie,38,Water,Psychic,107,107,75,83,94,83,106
3617,0,Starmie,31,Water,Psychic,89,89,62,68,78,68,87
3617,1,Starmie,31,Water,Psychic,89,89,62,68,78,68,87
3617,2,Nidoqueen,33,Poison,Ground,114,114,77,74,66,72,67
3618,0,Starmie,34,Water,Psychic,97,97,68,75,85,75,95
